Subscription.Type,Monthly.Revenue,Days.Joined,Last.Payment.Date,Country,Age,Gender,Device,Plan.Duration
Basic,12,783,11/7/2023,Italy,32,Female,Smart TV,1 Month
Premium,13,799,15-07-23,Spain,35,Female,Smart TV,1 Month
Standard,11,888,11/7/2023,Spain,31,Female,Smartphone,1 Month
Basic,12,1182,13-07-23,United States,45,Female,Smartphone,1 Month
Standard,14,1339,11/7/2023,Canada,38,Female,Laptop,1 Month
Premium,12,647,14-07-23,United States,34,Male,Smartphone,1 Month
Basic,15,1520,11/7/2023,United States,37,Female,Smartphone,1 Month
Premium,12,1590,13-07-23,Canada,27,Female,Smart TV,1 Month
Standard,13,1080,11/7/2023,United Kingdom,44,Female,Tablet,1 Month
Basic,10,327,13-07-23,Australia,46,Male,Smart TV,1 Month
Standard,14,1520,11/7/2023,Germany,37,Male,Smart TV,1 Month
Premium,14,984,13-07-23,France,44,Male,Tablet,1 Month
Basic,15,355,11/7/2023,Brazil,29,Male,Smart TV,1 Month
Standard,13,2150,13-07-23,Mexico,28,Female,Laptop,1 Month
Premium,14,1675,11/7/2023,Spain,50,Male,Smart TV,1 Month
Basic,13,1909,13-07-23,Italy,39,Male,Laptop,1 Month
Premium,10,1084,11/7/2023,Spain,34,Female,Smart TV,1 Month
Basic,14,1136,12/7/2023,Spain,40,Male,Smart TV,1 Month
Standard,12,425,11/7/2023,United States,30,Male,Laptop,1 Month
Standard,14,506,14-07-23,Canada,41,Female,Laptop,1 Month
Basic,12,135,10/7/2023,United States,39,Male,Tablet,1 Month
Premium,15,947,12/7/2023,United States,51,Male,Smartphone,1 Month
Basic,15,1662,14-07-23,Canada,28,Female,Smartphone,1 Month
Standard,12,1733,15-07-23,United Kingdom,30,Female,Tablet,1 Month
Premium,11,1267,12/7/2023,Australia,30,Female,Smartphone,1 Month
Basic,10,226,11/7/2023,Germany,44,Female,Tablet,1 Month
Premium,12,863,14-07-23,France,29,Female,Smart TV,1 Month
Basic,11,1358,14-07-23,Brazil,28,Female,Tablet,1 Month
Standard,10,695,11/7/2023,Mexico,48,Male,Tablet,1 Month
Standard,11,561,11/7/2023,Spain,42,Female,Smart TV,1 Month
Basic,14,1183,13-07-23,Italy,39,Male,Smartphone,1 Month
Premium,14,1509,13-07-23,Spain,44,Female,Smart TV,1 Month
Basic,11,544,11/7/2023,Spain,49,Male,Smart TV,1 Month
Standard,12,1715,11/7/2023,United States,49,Female,Smart TV,1 Month
Premium,10,1969,13-07-23,Canada,36,Female,Laptop,1 Month
Basic,14,1119,12/7/2023,United States,50,Female,Laptop,1 Month
Premium,10,1481,10/7/2023,United States,49,Female,Smartphone,1 Month
Basic,11,189,12/7/2023,Canada,36,Male,Smartphone,1 Month
Standard,13,454,13-07-23,United Kingdom,28,Female,Laptop,1 Month
Standard,15,1094,12/7/2023,Australia,45,Female,Smartphone,1 Month
Basic,14,890,10/7/2023,Germany,31,Female,Smartphone,1 Month
Premium,11,1312,12/7/2023,France,46,Male,Tablet,1 Month
Basic,14,256,12/7/2023,Brazil,27,Male,Tablet,1 Month
Standard,13,706,12/7/2023,Mexico,43,Male,Tablet,1 Month
Premium,10,101,9/7/2023,Spain,51,Female,Smart TV,1 Month
Basic,13,114,13-07-23,Italy,47,Female,Smartphone,1 Month
Premium,15,1722,12/7/2023,Spain,48,Female,Tablet,1 Month
Basic,14,1660,13-07-23,Spain,31,Female,Tablet,1 Month
Standard,15,206,11/7/2023,United States,48,Female,Smartphone,1 Month
Standard,10,1545,13-07-23,Canada,36,Male,Smartphone,1 Month
Basic,10,828,11/7/2023,United States,38,Female,Tablet,1 Month
Premium,13,901,13-07-23,United States,39,Male,Smartphone,1 Month
Basic,11,1332,10/7/2023,Canada,48,Male,Tablet,1 Month
Standard,12,518,12/7/2023,United Kingdom,30,Female,Smart TV,1 Month
Premium,12,1742,12/7/2023,Australia,30,Male,Smart TV,1 Month
Basic,15,598,13-07-23,Germany,35,Female,Smart TV,1 Month
Premium,13,1131,12/7/2023,France,41,Male,Laptop,1 Month
Basic,11,1596,13-07-23,Brazil,40,Female,Smart TV,1 Month
Standard,10,1738,11/7/2023,Mexico,50,Male,Smart TV,1 Month
Standard,12,2130,12/7/2023,Spain,42,Female,Smartphone,1 Month
Basic,15,1400,11/7/2023,Italy,30,Male,Tablet,1 Month
Premium,12,1442,14-07-23,Spain,34,Male,Laptop,1 Month
Basic,15,2147,11/7/2023,Spain,40,Female,Smartphone,1 Month
Standard,14,1777,12/7/2023,United States,47,Female,Smartphone,1 Month
Premium,12,1321,11/7/2023,Canada,36,Male,Laptop,1 Month
Basic,13,1742,13-07-23,United States,50,Female,Tablet,1 Month
Basic,10,1594,11/7/2023,United States,46,Male,Smartphone,1 Month
Basic,14,1698,14-07-23,Canada,27,Female,Tablet,1 Month
Standard,12,1037,11/7/2023,United Kingdom,39,Female,Laptop,1 Month
Premium,10,1290,12/7/2023,Australia,49,Male,Smart TV,1 Month
Basic,12,1316,11/7/2023,Germany,37,Female,Tablet,1 Month
Basic,13,1533,15-07-23,France,28,Male,Tablet,1 Month
Premium,12,395,12/7/2023,Brazil,40,Male,Laptop,1 Month
Standard,10,325,13-07-23,Mexico,47,Male,Tablet,1 Month
Standard,11,1289,11/7/2023,Spain,51,Female,Laptop,1 Month
Basic,13,1396,14-07-23,Italy,47,Male,Laptop,1 Month
Premium,10,456,12/7/2023,Spain,33,Female,Laptop,1 Month
Standard,13,653,14-07-23,Spain,37,Female,Laptop,1 Month
Basic,15,515,11/7/2023,United States,42,Male,Laptop,1 Month
Standard,11,520,13-07-23,Canada,50,Female,Smart TV,1 Month
Premium,14,1712,12/7/2023,United States,47,Female,Tablet,1 Month
Basic,10,1490,14-07-23,United States,40,Female,Smartphone,1 Month
Premium,11,1136,12/7/2023,Canada,35,Male,Smart TV,1 Month
Standard,11,1602,13-07-23,United Kingdom,29,Female,Smartphone,1 Month
Basic,11,412,12/7/2023,Australia,48,Female,Smartphone,1 Month
Standard,10,1456,15-07-23,Germany,35,Male,Smart TV,1 Month
Premium,13,1967,11/7/2023,France,41,Female,Smartphone,1 Month
Basic,14,922,12/7/2023,Brazil,29,Female,Laptop,1 Month
Standard,11,127,11/7/2023,Mexico,33,Male,Smart TV,1 Month
Premium,12,849,15-07-23,Spain,36,Male,Smart TV,1 Month
Basic,15,286,12/7/2023,Italy,43,Female,Laptop,1 Month
Premium,14,919,12/7/2023,Spain,28,Female,Smart TV,1 Month
Basic,15,2061,14-07-23,Spain,33,Female,Smart TV,1 Month
Standard,12,919,15-07-23,United States,38,Male,Laptop,1 Month
Standard,13,2048,12/7/2023,Canada,48,Female,Tablet,1 Month
Basic,15,493,12/7/2023,United States,35,Female,Smart TV,1 Month
